City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
568,Kosino,RU,58.4127,51.2782,43.65,94,100,15.32,moderate rain,2021-11-06 17:38:29
569,Skibbereen,IE,51.55,-9.2667,55.2,83,98,14.12,overcast clouds,2021-11-06 17:38:29
570,Vostok,RU,46.4856,135.8833,16.03,87,100,2.82,overcast clouds,2021-11-06 17:38:30
571,Asvanyraro,HU,47.8273,17.4942,47.05,65,9,2.26,clear sky,2021-11-06 17:38:30
572,Shenjiamen,CN,29.9576,122.298,68.29,83,24,16.04,few clouds,2021-11-06 17:38:31
573,Harper,LR,4.375,-7.7169,79.77,81,99,6.62,overcast clouds,2021-11-06 17:38:31
574,Cuprija,RS,43.9275,21.37,49.19,93,98,2.37,overcast clouds,2021-11-06 17:38:32
575,Montepuez,MZ,-13.1256,38.9997,79.61,45,21,9.13,few clouds,2021-11-06 17:38:32
576,Mazatlan,MX,23.2167,-106.4167,85.91,61,2,1.01,clear sky,2021-11-06 17:36:40
577,Hami,CN,42.8,93.45,24.58,40,0,3.89,clear sky,2021-11-06 17:38:33
578,Staunton,US,38.1496,-79.0717,52.84,44,1,1.99,clear sky,2021-11-06 17:38:33
579,Okha,RU,53.5739,142.9478,26.26,82,100,24.74,snow,2021-11-06 17:38:34
580,Kinston,US,35.2627,-77.5816,62.58,67,90,16.11,overcast clouds,2021-11-06 17:38:34
581,Kamen-Na-Obi,RU,53.7884,81.3423,26.28,94,99,12.24,overcast clouds,2021-11-06 17:38:34
582,Mwinilunga,ZM,-11.7358,24.4293,74.1,34,79,3.78,broken clouds,2021-11-06 17:38:35
583,Butterworth,MY,5.3991,100.3638,80.64,92,40,5.01,scattered clouds,2021-11-06 17:38:35
584,Mulchen,CL,-37.7167,-72.2333,73.26,22,0,4.18,clear sky,2021-11-06 17:38:36
585,Chongwe,ZM,-15.3292,28.682,78.94,23,14,5.08,few clouds,2021-11-06 17:38:36
586,Qostanay,KZ,53.1667,63.5833,32.29,27,0,17.9,clear sky,2021-11-06 17:38:37
587,Atambua,ID,-9.1061,124.8925,76.73,83,50,1.79,scattered clouds,2021-11-06 17:38:37
588,Nome,US,64.5011,-165.4064,19.47,73,90,8.05,overcast clouds,2021-11-06 17:37:24
589,Goma,CD,-1.6792,29.2228,63.9,88,60,4.47,light rain,2021-11-06 17:38:38
590,Pelotas,BR,-31.7719,-52.3425,69.82,70,90,7.0,overcast clouds,2021-11-06 17:38:38
591,Marathon,US,44.9,-89.7668,55.72,65,1,1.99,clear sky,2021-11-06 17:38:38
592,Vanavara,RU,60.34,102.2797,18.25,96,96,6.82,overcast clouds,2021-11-06 17:38:39
593,Dayong,CN,25.0209,118.2898,74.89,95,90,3.22,light rain,2021-11-06 17:38:39
594,Koungheul,SN,13.9833,-14.8,96.24,26,68,4.7,broken clouds,2021-11-06 17:38:40
595,Peleduy,RU,59.6289,112.7406,21.42,94,100,9.53,light snow,2021-11-06 17:38:40
596,Ugoofaaru,MV,5.6667,73.0,81.66,79,61,15.9,broken clouds,2021-11-06 17:38:41
597,Ibotirama,BR,-12.1853,-43.2206,87.15,50,97,4.38,overcast clouds,2021-11-06 17:38:41
598,Deputatskiy,RU,69.3,139.9,-1.17,86,100,17.58,overcast clouds,2021-11-06 17:38:41
599,Ketchikan,US,55.3422,-131.6461,39.67,100,90,3.44,overcast clouds,2021-11-06 17:38:42
600,Labuhan,ID,-6.8844,112.2051,82.72,73,93,3.49,overcast clouds,2021-11-06 17:38:42
601,Bud,US,39.447,-86.1758,55.81,47,8,5.68,clear sky,2021-11-06 17:38:43
602,Trairi,BR,-3.2778,-39.2689,86.72,62,40,11.92,scattered clouds,2021-11-06 17:35:42
603,Mikhaylovka,RU,50.06,43.2379,47.84,57,99,12.17,overcast clouds,2021-11-06 17:38:43
604,Ouango,CF,4.3133,22.5552,74.21,86,82,1.66,broken clouds,2021-11-06 17:38:44
605,Kansanshi,ZM,-12.0951,26.4273,70.38,28,41,2.28,scattered clouds,2021-11-06 17:38:44
606,Pacific Grove,US,36.6177,-121.9166,62.71,75,1,1.01,clear sky,2021-11-06 17:38:45
607,Wattegama,LK,6.7989,81.4808,74.25,98,100,1.72,moderate rain,2021-11-06 17:38:45
608,Huron,US,41.1501,-82.5499,53.53,50,8,8.05,clear sky,2021-11-06 17:38:46
609,Santiago,CL,-33.4569,-70.6483,81.28,25,0,6.91,clear sky,2021-11-06 17:36:52
610,Kasongo-Lunda,CD,-6.4667,16.8167,73.47,94,95,2.46,light rain,2021-11-06 17:38:46
611,Inhambane,MZ,-23.865,35.3833,76.98,88,40,10.36,scattered clouds,2021-11-06 17:38:47
612,Portland,US,45.5234,-122.6762,52.11,85,75,4.0,broken clouds,2021-11-06 17:38:47
613,Iskateley,RU,67.6803,53.1512,33.1,98,100,7.92,overcast clouds,2021-11-06 17:38:48
614,Menongue,AO,-14.6585,17.691,74.07,49,88,1.32,overcast clouds,2021-11-06 17:38:48
615,Senneterre,CA,48.3835,-77.2328,46.62,74,82,12.44,broken clouds,2021-11-06 17:38:49
616,Polson,US,47.6936,-114.1632,43.43,59,88,5.82,overcast clouds,2021-11-06 17:38:49
617,Kaluga,RU,54.5,35.5,44.11,75,68,17.49,broken clouds,2021-11-06 17:38:49
618,Ucluelet,CA,48.9329,-125.5528,42.1,93,100,4.72,overcast clouds,2021-11-06 17:38:50
619,Fukuma,JP,33.7667,130.4667,62.15,66,9,8.16,clear sky,2021-11-06 17:38:51
620,Misratah,LY,32.3754,15.0925,77.41,61,67,21.14,broken clouds,2021-11-06 17:38:52
621,Inirida,CO,3.8653,-67.9239,90.03,54,87,0.76,overcast clouds,2021-11-06 17:38:52
622,Mabopane,ZA,-25.4977,28.1007,78.75,50,67,19.26,light rain,2021-11-06 17:38:52
623,Linxia,CN,35.6003,103.2064,15.64,84,100,1.66,overcast clouds,2021-11-06 17:38:53
624,Zheleznodorozhnyy,RU,55.7503,38.0042,45.21,69,84,13.22,broken clouds,2021-11-06 17:38:53
625,Makokou,GA,0.5738,12.8642,71.31,99,100,1.03,overcast clouds,2021-11-06 17:38:54
626,Fukue,JP,32.6881,128.8419,66.34,69,45,19.6,scattered clouds,2021-11-06 17:38:54
627,Banda Aceh,ID,5.5577,95.3222,77.11,89,100,4.03,light rain,2021-11-06 17:38:54
628,Lasa,IT,46.6166,10.7002,38.28,65,1,1.19,clear sky,2021-11-06 17:38:55
629,Rapid City,US,44.0805,-103.231,73.11,26,82,5.99,broken clouds,2021-11-06 17:34:07
630,Pilar,BR,-9.5972,-35.9567,91.33,50,42,11.01,scattered clouds,2021-11-06 17:38:56
631,Pathalgaon,IN,22.5667,83.4667,61.61,58,30,3.24,scattered clouds,2021-11-06 17:38:56
632,Mattru,SL,7.6244,-11.8332,78.62,91,67,4.29,light rain,2021-11-06 17:38:56
633,Hobyo,SO,5.3505,48.5268,81.01,66,30,11.7,scattered clouds,2021-11-06 17:38:57
634,Lukulu,ZM,-14.3707,23.242,85.98,23,84,3.91,broken clouds,2021-11-06 17:38:57
635,Teya,RU,60.3778,92.6267,23.72,91,98,9.01,overcast clouds,2021-11-06 17:38:58
636,Awbari,LY,26.5921,12.7805,78.19,19,15,12.08,few clouds,2021-11-06 17:38:58
637,Haapiti,PF,-17.5667,-149.8667,80.33,75,50,7.36,light rain,2021-11-06 17:38:58
638,Zhuhai,CN,22.2769,113.5678,79.86,88,20,3.44,light rain,2021-11-06 17:37:33
639,Mahibadhoo,MV,3.7833,72.9667,83.01,70,90,15.52,overcast clouds,2021-11-06 17:38:59
640,Biskamzha,RU,53.4497,89.5272,19.72,82,100,6.26,overcast clouds,2021-11-06 17:39:00
641,Mitsamiouli,KM,-11.3847,43.2844,80.89,78,20,2.3,few clouds,2021-11-06 17:39:00
642,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,3.44,few clouds,2021-11-06 17:39:01
643,Tabuk,PH,17.4189,121.4443,74.41,94,36,1.19,scattered clouds,2021-11-06 17:39:01
644,Langsa,ID,4.4683,97.9683,75.51,96,100,2.59,heavy intensity rain,2021-11-06 17:39:02
645,Gloversville,US,43.0528,-74.3438,50.41,66,1,6.91,clear sky,2021-11-06 17:39:03
646,Ozark,US,37.0209,-93.206,59.32,61,0,1.01,clear sky,2021-11-06 17:36:52
647,Middelburg,ZA,-25.7751,29.4648,64.83,71,71,14.52,light rain,2021-11-06 17:39:04
648,High Level,CA,58.5169,-117.136,32.11,100,90,0.0,light snow,2021-11-06 17:39:04
649,Alekseyevsk,RU,57.8406,108.3492,23.25,93,100,12.19,light snow,2021-11-06 17:39:04
650,Arlit,NE,18.7369,7.3853,88.34,11,0,7.81,clear sky,2021-11-06 17:39:05
651,Jiuquan,CN,39.7432,98.5174,9.36,54,0,5.82,clear sky,2021-11-06 17:39:05
652,Port Hardy,CA,50.6996,-127.4199,41.0,100,75,3.44,broken clouds,2021-11-06 17:39:06
653,Maltahohe,NA,-24.8333,16.9833,75.74,10,58,15.21,broken clouds,2021-11-06 17:39:06
654,Aksarka,RU,66.5606,67.7975,33.67,97,100,15.52,overcast clouds,2021-11-06 17:39:06
655,Mweka,CD,-4.85,21.5667,75.24,77,100,0.98,light rain,2021-11-06 17:39:07
656,Batemans Bay,AU,-35.7167,150.1833,64.2,89,93,4.7,light rain,2021-11-06 17:39:07
657,Prado,BR,-17.3411,-39.2208,78.71,68,95,10.6,overcast clouds,2021-11-06 17:39:08
658,Bubaque,GW,11.2833,-15.8333,84.52,72,45,12.01,scattered clouds,2021-11-06 17:39:08
659,Sterling,US,39.0062,-77.4286,57.13,48,40,1.01,scattered clouds,2021-11-06 17:39:09
660,Novoasbest,RU,57.7422,60.2877,35.85,63,100,15.5,overcast clouds,2021-11-06 17:39:09
661,San Jeronimo,PE,-11.9472,-75.2829,63.63,48,61,5.5,broken clouds,2021-11-06 17:39:09
662,Romny,UA,50.751,33.4747,42.6,79,6,8.37,clear sky,2021-11-06 17:39:10
663,San Pedro Ayampuc,GT,14.7867,-90.4511,75.04,62,88,6.26,overcast clouds,2021-11-06 17:39:10
664,Zhanakorgan,KZ,43.9098,67.2495,34.63,21,0,7.85,clear sky,2021-11-06 17:39:11
665,Huarmey,PE,-10.0681,-78.1522,70.7,73,58,12.39,broken clouds,2021-11-06 17:39:11
666,Tahta,EG,26.7693,31.5021,78.28,37,0,6.67,clear sky,2021-11-06 17:39:12
667,Letlhakeng,BW,-24.0944,25.0298,79.93,36,100,8.46,overcast clouds,2021-11-06 17:39:12
668,Ixtapa,MX,20.7,-105.2,87.64,56,3,4.61,clear sky,2021-11-06 17:39:12
669,Sainte-Marie,RE,-20.8968,55.5496,75.36,73,0,9.22,clear sky,2021-11-06 17:39:13
670,Phagwara,IN,31.2178,75.7694,66.54,41,0,5.23,clear sky,2021-11-06 17:39:14
671,Lagos,NG,6.5833,3.75,84.52,85,90,5.88,overcast clouds,2021-11-06 17:39:14
672,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,67,75,10.0,broken clouds,2021-11-06 17:39:14
673,Taoudenni,ML,22.6783,-3.9836,83.75,16,0,6.33,clear sky,2021-11-06 17:39:15
674,Tondano,ID,1.3038,124.9112,68.09,93,67,1.66,broken clouds,2021-11-06 17:39:15
675,Bonthe,SL,7.5264,-12.505,81.61,78,57,6.13,broken clouds,2021-11-06 17:39:16
676,Thayetmyo,MM,19.3167,95.1833,74.32,92,3,3.27,clear sky,2021-11-06 17:39:16
677,Saint-Paul,RE,-21.0096,55.2707,75.31,93,7,1.01,clear sky,2021-11-06 17:36:27
678,Nha Trang,VN,12.25,109.1833,80.6,92,94,5.19,overcast clouds,2021-11-06 17:36:53
679,Phek,IN,25.6667,94.5,43.92,97,26,1.34,scattered clouds,2021-11-06 17:39:17
680,Kidal,ML,18.4411,1.4078,89.46,13,4,3.8,clear sky,2021-11-06 17:39:17
681,Ishigaki,JP,24.3448,124.1572,77.81,73,66,11.86,broken clouds,2021-11-06 17:39:18
682,Mujiayingzi,CN,42.1167,118.7833,17.26,95,100,7.38,snow,2021-11-06 17:39:18
683,Bagdarin,RU,54.4333,113.6,6.82,80,87,2.93,overcast clouds,2021-11-06 17:39:18
684,Codrington,AU,-38.2667,141.9667,52.27,67,100,8.48,overcast clouds,2021-11-06 17:39:19
685,Langham,CA,52.3668,-106.9679,40.01,58,3,10.49,clear sky,2021-11-06 17:39:19
686,La Paz,BO,-16.5,-68.15,62.58,36,75,4.61,broken clouds,2021-11-06 17:36:02
687,Galle,LK,6.0367,80.217,78.94,85,100,12.95,overcast clouds,2021-11-06 17:39:20
688,Penzance,GB,50.1186,-5.5371,56.08,90,62,25.95,broken clouds,2021-11-06 17:39:20
689,Kibre Mengist,ET,5.8833,38.9833,59.4,95,99,1.41,light rain,2021-11-06 17:39:21
690,Paracuru,BR,-3.41,-39.0306,87.82,63,48,12.82,scattered clouds,2021-11-06 17:39:21
691,Gobo,JP,33.8833,135.15,60.78,67,100,10.85,overcast clouds,2021-11-06 17:39:22
692,Mehendiganj,BD,22.8167,90.5333,70.3,65,11,6.44,few clouds,2021-11-06 17:39:22
693,Olafsvik,IS,64.8945,-23.7142,35.37,88,100,21.99,moderate rain,2021-11-06 17:39:22
694,Pedernales,DO,18.0384,-71.744,85.71,61,16,2.66,few clouds,2021-11-06 17:39:23
695,Kristiinankaupunki,FI,62.2743,21.376,41.65,70,22,15.75,few clouds,2021-11-06 17:39:23
696,Erbaa,TR,40.6689,36.5675,48.99,60,6,2.01,clear sky,2021-11-06 17:39:24
697,Quang Ngai,VN,15.1167,108.8,73.45,92,29,3.27,scattered clouds,2021-11-06 17:39:24
698,Wanaka,NZ,-44.7,169.15,51.12,73,22,1.01,few clouds,2021-11-06 17:39:25
699,Smithers,CA,54.7804,-127.1743,30.52,86,20,2.3,few clouds,2021-11-06 17:39:25
700,Golden,US,39.7555,-105.2211,74.88,13,40,1.99,scattered clouds,2021-11-06 17:39:26
701,Kungurtug,RU,50.5994,97.5228,2.05,95,94,1.34,overcast clouds,2021-11-06 17:39:26
702,Auki,SB,-8.7676,160.7034,77.27,81,27,4.29,scattered clouds,2021-11-06 17:39:27
703,Havoysund,NO,70.9963,24.6622,35.83,61,100,14.9,overcast clouds,2021-11-06 17:39:27
704,Balabac,PH,7.9868,117.0645,81.23,83,84,7.99,broken clouds,2021-11-06 17:39:28
705,Pandharpur,IN,17.6667,75.3333,76.73,47,70,10.49,broken clouds,2021-11-06 17:39:28
706,Podgorica,ME,42.4411,19.2636,62.38,82,0,3.44,clear sky,2021-11-06 17:39:28
707,Saint Anthony,US,45.0205,-93.218,62.78,54,1,1.01,clear sky,2021-11-06 17:39:29
708,Kushiro,JP,42.975,144.3747,47.82,90,89,9.15,overcast clouds,2021-11-06 17:34:33
709,Rio Gallegos,AR,-51.6226,-69.2181,62.65,39,40,6.91,scattered clouds,2021-11-06 17:39:29
710,Jinchang,CN,38.4953,102.1739,17.19,41,58,7.43,broken clouds,2021-11-06 17:39:30
711,Manyana,BW,-23.4,21.7167,87.26,12,54,6.13,broken clouds,2021-11-06 17:39:30
712,Irbeyskoye,RU,55.6428,95.4522,29.07,73,100,14.88,overcast clouds,2021-11-06 17:39:31
713,Kedgwick,CA,47.6446,-67.3434,45.84,57,17,10.29,few clouds,2021-11-06 17:39:31
714,Angoram,PG,-4.0625,144.0661,73.33,99,97,1.32,overcast clouds,2021-11-06 17:39:32
715,Smirnykh,RU,49.75,142.8333,22.75,60,67,17.85,broken clouds,2021-11-06 17:39:32
